Date,Open,High,Low,Close
"Jan 27, 2022",311.12,311.8,276.33,276.37
"Jan 28, 2022",277.19,285.83,264,282.12
"Jan 31, 2022",290.9,312.66,287.35,312.24
"Feb 1, 2022",311.74,314.57,301.67,310.42
"Feb 2, 2022",309.39,310.5,296.47,301.89
"Feb 3, 2022",294,312.33,293.51,297.05
"Feb 4, 2022",299.07,312.17,293.72,307.77
"Feb 7, 2022",307.93,315.92,300.9,302.45
"Feb 8, 2022",301.84,308.76,298.27,307.33
"Feb 9, 2022",311.67,315.42,306.67,310.67
"Feb 10, 2022",302.79,314.6,298.9,301.52
"Feb 11, 2022",303.21,305.32,283.57,286.67
"Feb 14, 2022",287.19,299.63,284.38,291.92
"Feb 15, 2022",300,307.67,297.79,307.48
"Feb 16, 2022",304.68,308.81,300.4,307.8
"Feb 17, 2022",304.42,306.17,291.37,292.12
"Feb 18, 2022",295.33,295.62,279.2,285.66
"Feb 22, 2022",278.04,285.58,267.03,273.84
"Feb 23, 2022",276.81,278.43,253.52,254.68
"Feb 24, 2022",233.46,267.49,233.33,266.92
"Feb 25, 2022",269.74,273.17,260.8,269.96
"Feb 28, 2022",271.67,292.29,271.57,290.14
"Mar 1, 2022",289.89,296.63,284.59,288.12
"Mar 2, 2022",290.71,295.49,281.42,293.3
"Mar 3, 2022",292.92,295.48,277.53,279.76
"Mar 4, 2022",283.03,285.22,275.05,279.43
"Mar 7, 2022",285.43,288.71,268.19,268.19
"Mar 8, 2022",265.18,283.33,260.72,274.8
"Mar 9, 2022",279.83,286.85,277.34,286.32
"Mar 10, 2022",283.82,284.82,270.12,279.43
"Mar 11, 2022",280.07,281.27,264.59,265.12
"Mar 14, 2022",260.2,266.9,252.01,255.46
"Mar 15, 2022",258.42,268.52,252.19,267.3
"Mar 16, 2022",269.67,280.67,267.42,280.08
"Mar 17, 2022",277,291.67,275.24,290.53
"Mar 18, 2022",291.5,302.62,289.13,301.8
"Mar 21, 2022",304.99,314.28,302.36,307.05
"Mar 22, 2022",310,332.62,307.25,331.33
"Mar 23, 2022",326.65,346.9,325.47,333.04
"Mar 24, 2022",336.58,341.5,329.6,337.97
"Mar 25, 2022",336,340.6,332.44,336.88
"Mar 28, 2022",355.03,365.96,351.2,363.95
"Mar 29, 2022",369.33,371.59,357.7,366.52
"Mar 30, 2022",363.72,371.32,361.33,364.66
"Mar 31, 2022",364.86,367.71,358.88,359.2
"Apr 1, 2022",360.38,364.92,355.55,361.53
"Apr 4, 2022",363.13,383.3,357.51,381.82
"Apr 5, 2022",378.77,384.29,362.43,363.75
"Apr 6, 2022",357.82,359.67,342.57,348.59
"Apr 7, 2022",350.8,358.86,340.51,352.42
"Apr 8, 2022",347.74,349.48,340.81,341.83
"Apr 11, 2022",326.8,336.16,324.88,325.31
"Apr 12, 2022",332.55,340.4,325.53,328.98
"Apr 13, 2022",327.03,342.08,324.37,340.79
"Apr 14, 2022",333.1,337.57,327.4,328.33
"Apr 18, 2022",329.68,338.31,324.47,334.76
"Apr 19, 2022",335.02,344.98,331.78,342.72
"Apr 20, 2022",343.33,344.67,325.08,325.73
"Apr 21, 2022",358.24,364.07,332.14,336.26
"Apr 22, 2022",338.3,344.95,331.33,335.02
"Apr 25, 2022",326.32,336.21,325.1,332.67
"Apr 26, 2022",331.81,333.33,291.67,292.14
"Apr 27, 2022",299.53,306,292.45,293.84
"Apr 28, 2022",299.99,300,273.9,292.5
"Apr 29, 2022",300.75,311.47,290,290.25
"May 2, 2022",286.92,302.12,282.68,300.98
"May 3, 2022",301.06,308.03,296.2,303.08
"May 4, 2022",301.31,318.5,295.09,317.54
"May 5, 2022",313.01,315.2,285.9,291.09
"May 6, 2022",295.67,296,281.04,288.55
"May 9, 2022",278.82,281.88,260.38,262.37
"May 10, 2022",273.1,275.12,258.08,266.68
"May 11, 2022",265,269.92,242.4,244.67
"May 12, 2022",233.67,253.22,226.67,242.67
"May 13, 2022",257.83,262.45,250.52,256.53
"May 16, 2022",255.72,256.59,239.7,241.46
"May 17, 2022",249.12,254.83,242.95,253.87
"May 18, 2022",248.17,253.5,233.6,236.6
"May 19, 2022",235.67,244.67,231.37,236.47
"May 20, 2022",238,240.53,211,221.3
"May 23, 2022",218.34,226.65,212.69,224.97
"May 24, 2022",217.84,217.97,206.86,209.39
"May 25, 2022",207.95,223.11,207.67,219.6
"May 26, 2022",220.47,239.56,217.89,235.91
"May 27, 2022",241.08,253.27,240.18,253.21
"May 31, 2022",257.95,259.6,244.74,252.75
"Jun 1, 2022",251.72,257.33,243.64,246.79
"Jun 2, 2022",244.16,264.21,242.07,258.33
"Jun 3, 2022",243.23,247.8,233.42,234.52
"Jun 6, 2022",244.35,244.87,234.35,238.28
"Jun 7, 2022",234,240,230.09,238.89
"Jun 8, 2022",240.09,249.96,239.18,241.87
"Jun 9, 2022",249.34,255.55,239.33,239.71
"Jun 10, 2022",235.16,239.5,227.91,232.23
"Jun 13, 2022",223.17,226.63,214.68,215.74
"Jun 14, 2022",218.29,226.33,211.74,220.89
"Jun 15, 2022",220.92,235.66,218.15,233
"Jun 16, 2022",222.74,225.17,208.69,213.1
"Jun 17, 2022",213.43,220.97,213.2,216.76
"Jun 21, 2022",224.6,243.58,224.33,237.04
"Jun 22, 2022",234.5,246.83,233.83,236.09
"Jun 23, 2022",237.91,239.32,228.64,235.07
"Jun 24, 2022",237.47,246.07,236.09,245.71
"Jun 27, 2022",249.37,252.07,242.57,244.92
"Jun 28, 2022",244.48,249.97,232.34,232.66
"Jun 29, 2022",230.5,231.17,222.27,228.49
"Jun 30, 2022",224.51,229.46,218.86,224.47
"Jul 1, 2022",227,230.23,222.12,227.26
"Jul 5, 2022",223,233.15,216.17,233.07
"Jul 6, 2022",230.78,234.56,227.19,231.73
"Jul 7, 2022",233.92,245.36,232.21,244.54
"Jul 8, 2022",242.33,254.98,241.16,250.76
"Jul 11, 2022",252.1,253.06,233.63,234.34
"Jul 12, 2022",236.85,239.77,228.37,233.07
"Jul 13, 2022",225.5,242.06,225.03,237.04
"Jul 14, 2022",234.9,238.65,229.33,238.31
"Jul 15, 2022",240,243.62,236.89,240.07
"Jul 18, 2022",244.94,250.52,239.6,240.55
"Jul 19, 2022",245,247.14,236.98,245.53
"Jul 20, 2022",246.78,250.66,243.48,247.5
"Jul 21, 2022",255.11,273.27,254.87,271.71
"Jul 22, 2022",276.22,280.79,270.71,272.24
"Jul 25, 2022",272.22,274.15,267.4,268.43
"Jul 26, 2022",266.51,267.31,256.26,258.86
"Jul 27, 2022",263.81,275.93,261.79,274.82
"Jul 28, 2022",280.07,283.3,272.8,280.9
"Jul 29, 2022",280.7,298.32,279.1,297.15
"Aug 1, 2022",301.28,311.88,295,297.28
"Aug 2, 2022",294,307.83,292.67,300.59
"Aug 3, 2022",305,309.55,301.15,307.4
"Aug 4, 2022",311,313.61,305,308.63
"Aug 5, 2022",302.67,304.61,285.54,288.17
"Aug 8, 2022",295,305.2,289.09,290.42
"Aug 9, 2022",290.29,292.4,279.35,283.33
"Aug 10, 2022",297.07,297.51,283.37,294.36
"Aug 11, 2022",296.51,298.24,285.83,286.63
"Aug 12, 2022",289.42,300.16,285.03,300.03
"Aug 15, 2022",301.79,313.13,301.23,309.32
"Aug 16, 2022",311.67,314.67,302.88,306.56
"Aug 17, 2022",303.4,309.66,300.03,304
"Aug 18, 2022",306,306.5,301.85,302.87
"Aug 19, 2022",299,300.36,292.5,296.67
"Aug 22, 2022",291.91,292.4,286.3,289.91
"Aug 23, 2022",291.45,298.83,287.92,296.45
"Aug 24, 2022",297.56,303.65,296.5,297.1
"Aug 25, 2022",302.36,302.96,291.6,296.07
"Aug 26, 2022",297.43,302,287.47,288.09
"Aug 29, 2022",282.83,287.74,280.7,284.82
"Aug 30, 2022",287.87,288.48,272.65,277.7
"Aug 31, 2022",280.62,281.25,271.81,275.61
"Sep 1, 2022",272.58,277.58,266.15,277.16
"Sep 2, 2022",281.07,282.35,269.08,270.21
"Sep 6, 2022",272.68,275.99,265.74,274.42
"Sep 7, 2022",273.1,283.84,272.27,283.7
"Sep 8, 2022",281.3,289.5,279.76,289.26
"Sep 9, 2022",291.67,299.85,291.25,299.68
"Sep 12, 2022",300.72,305.49,300.4,304.42
"Sep 13, 2022",292.9,297.4,290.4,292.13
"Sep 14, 2022",292.24,306,291.64,302.61
"Sep 15, 2022",301.83,309.12,300.72,303.75
"Sep 16, 2022",299.61,303.71,295.6,303.35
"Sep 19, 2022",300.09,309.84,297.8,309.07
"Sep 20, 2022",306.91,313.33,305.58,308.73
"Sep 21, 2022",308.29,313.8,300.63,300.8
"Sep 22, 2022",299.86,301.29,285.82,288.59
"Sep 23, 2022",283.09,284.5,272.82,275.33
"Sep 26, 2022",271.83,284.09,270.31,276.01
"Sep 27, 2022",283.84,288.67,277.51,282.94
"Sep 28, 2022",283.08,289,277.57,287.81
"Sep 29, 2022",282.76,283.65,265.78,268.21
"Sep 30, 2022",266.15,275.57,262.47,265.25
"Oct 3, 2022",254.5,255.16,241.01,242.4
"Oct 4, 2022",250.52,257.5,242.01,249.44
"Oct 5, 2022",245.01,246.67,233.27,240.81
"Oct 6, 2022",239.44,244.58,235.35,238.13
"Oct 7, 2022",233.94,234.57,222.02,223.07
"Oct 10, 2022",223.93,226.99,218.36,222.96
"Oct 11, 2022",220.95,225.75,215,216.5
"Oct 12, 2022",215.33,219.3,211.51,217.24
"Oct 13, 2022",208.3,222.99,206.22,221.72
"Oct 14, 2022",224.01,226.26,204.16,204.99
"Oct 17, 2022",210.04,221.86,209.45,219.35
"Oct 18, 2022",229.5,229.82,217.25,220.19
"Oct 19, 2022",219.8,222.93,217.78,222.04
"Oct 20, 2022",208.28,215.55,202,207.28
"Oct 21, 2022",206.42,214.66,203.8,214.44
"Oct 24, 2022",205.82,213.5,198.59,211.25
"Oct 25, 2022",210.1,224.35,210,222.42
"Oct 26, 2022",219.4,230.6,218.2,224.64
"Oct 27, 2022",229.77,233.81,222.85,225.09
"Oct 28, 2022",225.4,228.86,216.35,228.52
"Oct 31, 2022",226.19,229.85,221.94,227.54
"Nov 1, 2022",234.05,237.4,227.28,227.82
"Nov 2, 2022",226.04,227.87,214.82,214.98
"Nov 3, 2022",211.36,221.2,210.14,215.31
"Nov 4, 2022",222.6,223.8,203.08,207.47
"Nov 7, 2022",208.65,208.9,196.66,197.08
"Nov 8, 2022",194.02,195.2,186.75,191.3
"Nov 9, 2022",190.78,195.89,177.12,177.59
"Nov 10, 2022",189.9,191,180.03,190.72
"Nov 11, 2022",186,196.52,182.59,195.97
"Nov 14, 2022",192.77,195.73,186.34,190.95
"Nov 15, 2022",195.88,200.82,192.06,194.42
"Nov 16, 2022",191.51,192.57,185.66,186.92
"Nov 17, 2022",183.96,186.16,180.9,183.17
"Nov 18, 2022",185.05,185.19,176.55,180.19
"Nov 21, 2022",175.85,176.77,167.54,167.87
"Nov 22, 2022",168.63,170.92,166.19,169.91
"Nov 23, 2022",173.57,183.62,172.5,183.2
"Nov 25, 2022",185.06,185.2,180.63,182.86
"Nov 28, 2022",179.96,188.5,179,182.92
"Nov 29, 2022",184.99,186.38,178.75,180.83
"Nov 30, 2022",182.43,194.76,180.63,194.7
"Dec 1, 2022",197.08,198.92,191.8,194.7
"Dec 2, 2022",191.78,196.25,191.11,194.86
"Dec 5, 2022",189.44,191.27,180.55,182.45
"Dec 6, 2022",181.22,183.65,175.33,179.82
"Dec 7, 2022",175.03,179.38,172.22,174.04
"Dec 8, 2022",172.2,175.2,169.06,173.44
"Dec 9, 2022",173.84,182.5,173.36,179.05
"Dec 12, 2022",176.1,177.37,167.52,167.82
"Dec 13, 2022",174.87,175.05,156.91,160.95
"Dec 14, 2022",159.25,161.62,155.31,156.8
"Dec 15, 2022",153.44,160.93,153.28,157.67
"Dec 16, 2022",159.64,160.99,150.04,150.23
"Dec 19, 2022",154,155.25,145.82,149.87
"Dec 20, 2022",146.05,148.47,137.66,137.8
"Dec 21, 2022",139.34,141.26,135.89,137.57
"Dec 22, 2022",136,136.63,122.26,125.35
"Dec 23, 2022",126.37,128.62,121.02,123.15
"Dec 27, 2022",117.5,119.67,108.76,109.1
"Dec 28, 2022",110.35,116.27,108.24,112.71
"Dec 29, 2022",120.39,123.57,117.5,121.82
"Dec 30, 2022",119.95,124.48,119.75,123.18
